Район,Адреса,Телефони,Сайт суду,Назва суду,email,Розклад,Тип суду,Місто,Сторінка суду,Область
Подільський,"04071, м. Київ, вул. Хорива, 21",Адміністративна канцелярія(044) 425-43-13 Кримінальна канцелярія (044) 425-43-13 Цивільна канцелярія (044) 425-26-61 Приймальня голови суду: (044) 425-65-00 Загальна канцелярія: (044) 425-45-55,http://pd.ki.court.gov.ua,Подільський районний суд міста Києва,inbox@pd.ki.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Районний у місті суд,Київ,http://pd.ki.court.gov.ua/sud2607/,м. Київ
Святошинський,"Перше приміщення : 03148, м. Київ, вул. Я.Коласа, 27А; Друге приміщення : 01032 м.Київ, вул.Жилянська,142",(044) 407-94-89; 236-52-31,http://sv.ki.court.gov.ua,Святошинський районний суд міста Києва,inbox@sv.ki.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Районний у місті суд,Київ,http://sv.ki.court.gov.ua/sud2608/,м. Київ
Солом'янський,"Перше приміщення :03680, м. Київ, вул. Максима Кривоноса, 25. Друге приміщення :03113, м.Київ, вул.Полковника Шутова, 1",,http://sl.ki.court.gov.ua,Солом'янський районний суд міста Києва,inbox@sl.ki.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний у місті суд,Київ,http://sl.ki.court.gov.ua/sud2609/,м. Київ
Шевченківський,"04655, м. Київ, вул. Смирнова-Ласточкіна, 10-б 03680, м. Київ вул.Дегтярівська 31-А","канцелярії: загальна (044) 272-32-85,(044) 483-09-23 (вул. Дегтярівська 31-А), цивільна (044) 272-09-63,кримінальна (044) 272-60-64 адміністративна (044) 272-60-72 ,канцелярія з апеляцій…",http://sh.ki.court.gov.ua,Шевченківський районний суд міста Києва,inbox@sh.ki.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний у місті суд,Київ,http://sh.ki.court.gov.ua/sud2610/,м. Київ
Кіровський,"25013, м. Кіровоград, вул. Габдрахманова, 7",0(522) 33-00-90,http://kr.kr.court.gov.ua,Кіровський районний суд м. Кіровограда,inbox@kr.kr.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний у місті суд,Кіровоград,http://kr.kr.court.gov.ua/sud1109/,Кіровоградська
Ленінський,"25006, м. Кіровоград, вул. Велика Перспективна, 40",0 (522) 22-78-71; 32-18-80; факс 36-12-31,http://ln.kr.court.gov.ua,Ленінський районний суд м. Кіровограда,inbox@ln.kr.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний у місті суд,Кіровоград,http://ln.kr.court.gov.ua/sud1111/,Кіровоградська
Балаклавський,,,,Балаклавський районний суд міста Севастополя,,,Районний у місті суд,Севастополь,http://court.gov.ua/teh/720,м. Севастополь
Гагарінський,,,,Гагарінський районний суд міста Севастополя,,,Районний у місті суд,Севастополь,http://court.gov.ua/teh/721,м. Севастополь
Ленінський,,,,Ленінський районний суд міста Севастополя,,,Районний у місті суд,Севастополь,http://court.gov.ua/teh/722,м. Севастополь
Нахімовський,,,,Нахімовський районний суд міста Севастополя,,,Районний у місті суд,Севастополь,http://court.gov.ua/teh/723,м. Севастополь
Зарічний,"40030, м. Суми, вул.Академічна,13",(0542) 600-799,http://zr.su.court.gov.ua,Зарічний районний суд м. Сум,inbox@zr.su.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний у місті суд,Суми,http://zr.su.court.gov.ua/sud1805/,Сумська
Ковпаківський,"40009, м. Суми, вул. Першотравнева, 12",(0542) 61-11-63,http://kv.su.court.gov.ua,Ковпаківський районний суд м. Сум,inbox@kv.su.court.gov.ua,Пн-Чт з 08:00 до 17:15 Пт з 08:00 до 16:00 Перерва з 12:00 до 13:00,Районний у місті суд,Суми,http://kv.su.court.gov.ua/sud1806/,Сумська
Калинінський,"84609, м. Горлівка, вул. Горлівської дивізії, 79",(06242) 4-34-55 (Факс),http://kln.dn.court.gov.ua,Калинінський районний суд м. Горлівки,inbox@kln.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний у місті суд,Горлівка,http://kln.dn.court.gov.ua/sud0521/,Донецька
Микитівський,"84635, м. Горлівка, вул. Черняховського, 75","(06242) 6-62-80, 6-66-76",http://mk.dn.court.gov.ua,Микитівський районний суд м. Горлівки,inbox@mk.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний у місті суд,Горлівка,http://mk.dn.court.gov.ua/sud0534/,Донецька
Центрально-Міський,"84601, м. Горлівка, вул.Леніна 1",(06242) 4-83-42,http://cm.dn.court.gov.ua,Центрально-Міський районний суд м. Горлівки,inbox@cm.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний у місті суд,Горлівка,http://cm.dn.court.gov.ua/sud0551/,Донецька
Гірницький,"86103, м. Макіївка, пр-т генерала Данилова, 21",(0623) 22-15-42,http://gr.dn.court.gov.ua,Гірницький районний суд м. Макіївки,inbox@gr.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний у місті суд,Макіївка,http://gr.dn.court.gov.ua/sud0510/,Донецька
Кіровський,"86101, м. Макіївка, вул. Димитрова, 1",(06232) 6-45-67,http://kir.dn.court.gov.ua,Кіровський районний суд м. Макіївки,inbox@kir.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:48,Районний у місті суд,Макіївка,http://kir.dn.court.gov.ua/sud0526/,Донецька
Совєтський,"86145, м. Макіївка, вул. Декабристів, 14",(06232) 3-39-86,http://sv.dn.court.gov.ua,Совєтський районний суд м. Макіївки,inbox@sv.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний у місті суд,Макіївка,http://sv.dn.court.gov.ua/sud0546/,Донецька
Центрально-Міський,"Україна, 86108 м. Макіївка, вул. Свердлова буд.111","(06232) 6-13-43, 22-08-77, 22-29-90",http://cen.dn.court.gov.ua,Центрально-Міський районний суд м. Макіївки,inbox@cen.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний у місті суд,Макіївка,http://cen.dn.court.gov.ua/sud0552/,Донецька
Червоногвардійський,"86121, м. Макіївка, пров. М. Тореза, 49",(06232) 4-17-55,http://cgv.dn.court.gov.ua,Червоногвардійський районний суд м. Макіївки,inbox@cgv.dn.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 12:45,Районний у місті суд,Макіївка,http://cgv.dn.court.gov.ua/sud0553/,Донецька
Амур-Нижньодніпровський,"49083, м. Дніпропетровськ, вул. Новоселівська, 9",(0562) 23-86-18,http://an.dp.court.gov.ua,Амур-Нижньодніпровський районний суд м. Дніпропетровська,inbox@an.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Районний у місті суд,Дніпропетровськ,http://an.dp.court.gov.ua/sud0401/,Дніпропетровська
Бабушкінський,"49000, м. Дніпропетровськ, пр. Карла Маркса,57",(056) 744-00-77,http://bs.dp.court.gov.ua,Бабушкінський районний суд м. Дніпропетровська,inbox@bs.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 14:45 Перерва з 12:00 до 12:45,Районний у місті суд,Дніпропетровськ,http://bs.dp.court.gov.ua/sud0403/,Дніпропетровська
Жовтневий,"49044, м. Дніпропетровськ, вул.Паторжинського, 18-А",(0562) 713-58-29,http://gt.dp.court.gov.ua,Жовтневий районний суд м. Дніпропетровська,inbox@gt.dp.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний у місті суд,Дніпропетровськ,http://gt.dp.court.gov.ua/sud0412/,Дніпропетровська
Індустріальний,"49074, м. Дніпропетровськ, проспект імені газети ""Правда"", 84.",(0562) 34-38-19,http://ind.dp.court.gov.ua,Індустріальний районний суд м. Дніпропетровська,inbox@ind.dp.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний у місті суд,Дніпропетровськ,http://ind.dp.court.gov.ua/sud0417/,Дніпропетровська
Кіровський,"49101, м. Дніпропетровськ, проспект Пушкіна, 29",(0562) 33-50-26,http://kr.dp.court.gov.ua,Кіровський районний суд м. Дніпропетровська,inbox@kr.dp.court.gov.ua,Пн-Чт з 09:00 до 18:00 Пт з 09:00 до 16:45 Перерва з 13:00 до 13:45,Районний у місті суд,Дніпропетровськ,http://kr.dp.court.gov.ua/sud0418/,Дніпропетровська
Красногвардійський,"49006, м. Дніпропетровськ, пр-т Пушкіна, 77-б","канцелярії: загальна (056) 371-27-02,цивільна (056) 371-27-05,кримінальна (056) 371-27-09 адміністративна (056) 371-27-09,кадрова служба (0562) 42-30-92",http://kg.dp.court.gov.ua,Красногвардійський районний суд м. Дніпропетровська,inbox@kg.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 12:00 до 13:00,Районний у місті суд,Дніпропетровськ,http://kg.dp.court.gov.ua/sud0419/,Дніпропетровська
Ленінський,"49128, м. Дніпропетровськ, ж/м Красний Камінь, вул. Коробова, 6",(056) 370-77-51,http://ln.dp.court.gov.ua,Ленінський районний суд м. Дніпропетровська,inbox@ln.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:45 Перерва з 13:00 до 13:45,Районний у місті суд,Дніпропетровськ,http://ln.dp.court.gov.ua/sud0422/,Дніпропетровська
Самарський,"49112, м. Дніпропетровськ, вул. Електрична,1а","(056) 728-22-36, 728-09-57 - факс",http://sm.dp.court.gov.ua,Самарський районний суд м. Дніпропетровська,inbox@sm.dp.court.gov.ua,Пн-Чт з 08:00 до 17:00 Пт з 08:00 до 15:48 Перерва з 12:00 до 12:48,Районний у місті суд,Дніпропетровськ,http://sm.dp.court.gov.ua/sud0436/,Дніпропетровська
